管理處名稱,工作站,名稱,採樣日期,水溫°C,pH值,EC(μS/cm),備註,版本日期
宜蘭管理處,壯圍站,公館支線分水門,2020/7/14,31.2,7.54,241,,202004
宜蘭管理處,壯圍站,新城圳取水口,2020/7/14,28.1,7.12,201,,202004
宜蘭管理處,壯圍站,二結湧泉圳引水口,2020/7/14,27,6.88,196,,202004
宜蘭管理處,壯圍站,十三股大排上游(補助水源),2020/7/14,32.2,7.43,294,,202004
宜蘭管理處,壯圍站,壯東第二大排(補助水源),2020/7/14,29.5,7.92,363,,202004
宜蘭管理處,壯圍站,壯東第三大排(補助水源),2020/7/14,29.3,7.48,293,,202004
宜蘭管理處,壯圍站,古亭排水(補助水源),2020/7/14,29,7.03,249,,202004
宜蘭管理處,壯圍站,梅洲第一幹線,2020/7/14,28.4,7.83,204,,202004
宜蘭管理處,壯圍站,梅洲第二幹線,2020/7/14,27.7,7.25,202,,202004
宜蘭管理處,壯圍站,梅洲第三幹線,2020/7/14,28.1,7.75,205,,202004
宜蘭管理處,壯圍站,梅洲第四幹線,2020/7/14,28.2,7.7,204,,202004
宜蘭管理處,壯圍站,充公支線,2020/7/14,31.3,7.47,240,,202004
宜蘭管理處,壯圍站,金同春圳導水路,2020/7/14,27.6,7.7,212,,202004
宜蘭管理處,壯圍站,壯東第一大排(輔助水源),2020/7/14,30.2,7.55,310,,202004
宜蘭管理處,壯圍站,充館圳幹線分水門,2020/7/14,26.6,7.5,240,,202004
宜蘭管理處,員山站,枕山圳上游,2020/7/8,29.2,7.76,215,,202004
宜蘭管理處,員山站,雷公埤圳取水口,2020/7/8,29.4,7.48,213,,202004
宜蘭管理處,員山站,隘界圳取水口,2020/7/8,28.6,7.46,122,,202004
宜蘭管理處,員山站,金大安圳取水口,2020/7/8,29.3,7.96,128,,202004
宜蘭管理處,員山站,鼻仔頭圳取水口,2020/7/8,28.7,7.72,225,,202004
宜蘭管理處,員山站,大三鬮圳取水口,2020/7/8,29.7,7.69,236,,202004
宜蘭管理處,員山站,內城圳取水口,2020/7/8,29,8.22,117,,202004
宜蘭管理處,員山站,內湖圳取水口,2020/7/7,28.6,7.59,315,,202004
宜蘭管理處,員山站,上深溝圳取水口,2020/7/10,33,8.24,544,,202004
宜蘭管理處,員山站,改良番仔圳取水口,2020/7/7,28.7,7.88,448,,202004
宜蘭管理處,員山站,深溝湧泉圳引水口,2020/7/10,32.6,7.95,435,,202004
宜蘭管理處,員山站,金覆興圳取水口,2020/7/7,29,7.99,421,,202004
宜蘭管理處,員山站,結頭份排水中游,2020/7/8,29.6,7.74,212,,202004
宜蘭管理處,員山站,茄苳林二排水下游,2020/7/8,29,7.72,156,,202004
宜蘭管理處,員山站,浮洲排水新洲子中排中游(第二制水門),2020/7/10,32.3,7.83,478,,202004
宜蘭管理處,員山站,浮洲排水新洲子中排中游(第一制水門),2020/7/10,31.9,7.74,481,,202004
宜蘭管理處,員山站,上深溝圳上游(一支線大安一分線),2020/7/7,28.5,8.52,483,,202004
宜蘭管理處,員山站,深溝排水中游(第三制水門),2020/7/10,32.5,7.85,423,,202004
宜蘭管理處,員山站,深溝排水上游(第一制水門),2020/7/10,31.5,7.84,425,,202004
宜蘭管理處,員山站,蓁巷排水深洲成功二中排上游,2020/7/10,32.2,7.49,543,,202004
宜蘭管理處,員山站,鼻仔頭圳幹線四支線,2020/7/8,29.4,7.81,225,,202004
宜蘭管理處,員山站,枕山圳下游(第二分水門),2020/7/8,29.4,7.96,220,,202004
宜蘭管理處,員山站,隘界圳中游(一支線),2020/7/8,28.8,7.1,124,,202004
宜蘭管理處,宜蘭站,三鬮圳幹線上游,2020/7/15,29,6.91,311,,202004
宜蘭管理處,宜蘭站,三鬮圳幹線下游,2020/7/14,33.1,7.65,467,,202004
宜蘭管理處,宜蘭站,溪洲圳上游,2020/7/15,30.6,7.27,389,,202004
宜蘭管理處,宜蘭站,溪洲圳中游,2020/7/14,30,7.58,393,,202004
宜蘭管理處,宜蘭站,美福大排(補助水源),2020/7/15,31.6,7.16,331,,202004
宜蘭管理處,宜蘭站,舊港大排(補助水源),2020/7/15,32.8,7.54,354,,202004
宜蘭管理處,宜蘭站,振興支線取水口,2020/7/14,29.8,7.6,292,,202004
宜蘭管理處,宜蘭站,金山支線上游(制水門),2020/7/14,28.9,7.46,288,,202004
宜蘭管理處,宜蘭站,員山支線四分線上游,2020/7/14,29.5,7.33,310,,202004
宜蘭管理處,宜蘭站,員山支線五分線上游,2020/7/15,29.2,7.64,282,,202004
宜蘭管理處,宜蘭站,宜壯振興支線下游,2020/7/14,33.5,7.53,291,,202004
宜蘭管理處,宜蘭站,石橋支線上游(制水門),2020/7/14,29.7,7.24,311,,202004
宜蘭管理處,宜蘭站,宜壯壯五支線A12分線上游,2020/7/14,32,7.55,301,,202004
宜蘭管理處,宜蘭站,四鬮支線下游(制水門),2020/7/14,31.5,7.09,460,,202004
宜蘭管理處,宜蘭站,三鬮圳幹線上游(宜員三泰2-1-6小給),2020/7/14,30.4,7.73,357,,202004
宜蘭管理處,宜蘭站,美福大排中游(宜壯振興A-2-7小排),2020/7/14,34,7.27,402,,202004
宜蘭管理處,三星站,叭哩沙圳幹線取水口,2020/7/15,30.9,7.89,565,,202004
宜蘭管理處,三星站,天送埤圳上游(天送埤圳幹線),2020/7/15,29.7,7.66,566,,202004
宜蘭管理處,三星站,破布烏圳幹線取水口,2020/7/15,29.7,6.91,594,,202004
宜蘭管理處,三星站,下湖圳幹線取水口,2020/7/15,29.6,8.3,585,,202004
宜蘭管理處,三星站,瓦窯圳幹線取水口,2020/7/15,29.7,8.31,581,,202004
宜蘭管理處,三星站,柑坑圳幹線取水口,2020/7/15,29.8,8.32,581,,202004
宜蘭管理處,三星站,月眉湖圳幹線取水口,2020/7/15,28.8,8.01,612,,202004
宜蘭管理處,三星站,張公圍圳幹線取水口,2020/7/15,30.4,8.19,575,,202004
宜蘭管理處,三星站,阿里史圳第一幹線取水口,2020/7/15,30.2,8.29,576,,202004
宜蘭管理處,三星站,萬富圳幹線取水口,2020/7/15,28.5,8.17,575,,202004
宜蘭管理處,三星站,阿里史圳第五幹線取水口,2020/7/15,28.7,8.32,570,,202004
宜蘭管理處,三星站,黃鳳鳴圳幹線取水口,2020/7/15,32.3,8.27,563,,202004
宜蘭管理處,三星站,大埔圳幹線取水口,2020/7/15,32.7,8.26,565,,202004
宜蘭管理處,三星站,大洲湧泉圳第一幹線取水口,2020/7/15,30.3,7.33,659,,202004
宜蘭管理處,三星站,大洲圳湧泉第二幹線取水口,2020/7/15,27.5,7.51,640,,202004
宜蘭管理處,三星站,大洲湧泉圳第三幹線取水口,2020/7/15,32.2,7.5,596,,202004
宜蘭管理處,三星站,中湧圳幹線取水口,2020/7/15,30.2,7.66,606,,202004
宜蘭管理處,三星站,金漳成圳幹線取水口,2020/7/15,31.1,7.8,643,,202004
宜蘭管理處,三星站,水車溝圳幹線取水口,2020/7/15,31.4,7.94,595,,202004
宜蘭管理處,三星站,月眉圳幹線中游,2020/7/15,29.5,8.33,574,,202004
宜蘭管理處,三星站,萬富圳幹線下游,2020/7/15,28.9,8.4,571,,202004
宜蘭管理處,三星站,三星排水下游(三星排水安農三大義五主給),2020/7/15,29.8,8.48,569,,202004
宜蘭管理處,三星站,中溪洲排水中游(中溪州大排三分線),2020/7/15,29.5,7.94,610,,202004
宜蘭管理處,三星站,三星排水中游(第一取水門),2020/7/15,29.3,8.47,576,,202004
宜蘭管理處,三星站,萬富大排中游(第一取水門),2020/7/15,29.7,8.17,568,,202004
宜蘭管理處,三星站,月眉圳幹線上游(月眉圳幹線四支線萬貴萬德6-8小給,2020/7/15,29.5,8.25,582,,202004
宜蘭管理處,三星站,三星排水上游(三星排水二號傾倒式制水門),2020/7/15,30.1,8.07,312,,202004
宜蘭管理處,三星站,月眉圳幹線中游(月眉圳四支二號傾倒式水門),2020/7/15,29.8,8.32,573,,202004
宜蘭管理處,三星站,張公圍排水中游(張公圍排水一號排水門),2020/7/15,31.5,8.49,573,,202004
宜蘭管理處,三星站,黃鳳鳴圳幹線上游(黃鳳鳴圳補給線制水門),2020/7/15,31.9,8.5,566,,202004
宜蘭管理處,三星站,大洲湧泉圳第六幹線下游(大洲湧泉圳第六幹線四分線),2020/7/15,29.4,7.97,599,,202004
宜蘭管理處,三星站,萬富圳幹線上游(萬富圳幹線行健導水路),2020/7/15,29.1,8.35,578,,202004
宜蘭管理處,三星站,水車溝圳幹線下游(安農二尾塹二主給4-4小給),2020/7/15,29.5,7.95,602,,202004
宜蘭管理處,羅東站,歪仔歪圳取水口,2020/7/15,31.6,7.27,370,,202004
宜蘭管理處,羅東站,打那岸圳取水口,2020/7/15,30.8,7.33,391,,202004
宜蘭管理處,羅東站,月眉圳取水口,2020/7/15,30,7.53,300,,202004
宜蘭管理處,羅東站,埔仔圳取水口,2020/7/15,32.4,7.56,517,,202004
宜蘭管理處,羅東站,金長安圳取水口,2020/7/15,29.6,7.38,263,,202004
宜蘭管理處,羅東站,冬螺圳取水口,2020/7/15,30.2,7.52,300,,202004
宜蘭管理處,羅東站,大光明圳取水口,2020/7/15,29.6,8.15,574,,202004
宜蘭管理處,羅東站,埔林圳取水口,2020/7/15,30.7,8.15,538,,202004
宜蘭管理處,羅東站,柯林圳第一幹線取水口,2020/7/15,31.3,8.17,543,,202004
宜蘭管理處,羅東站,柯林圳第二幹線取水口,2020/7/15,30.8,6.81,475,,202004
宜蘭管理處,羅東站,柯林圳第三幹線取水口,2020/7/15,30.7,7.83,543,,202004
宜蘭管理處,羅東站,柯湧圳取水口,2020/7/15,30.6,6.88,362,,202004
宜蘭管理處,羅東站,北成圳取水口,2020/7/15,31,7.13,293,,202004
宜蘭管理處,羅東站,四人埤圳取水口,2020/7/15,32.9,7.34,436,,202004
宜蘭管理處,羅東站,輕仔腳埤圳取水口,2020/7/15,30.8,7.09,424,,202004
宜蘭管理處,羅東站,雷公埤圳取水口,2020/7/15,32.5,7.32,480,,202004
宜蘭管理處,羅東站,柯林中排(補助水源),2020/7/15,32.8,7.25,527,,202004
宜蘭管理處,羅東站,柯林圳第五幹線取水口,2020/7/15,31.4,7.45,510,,202004
宜蘭管理處,羅東站,大光明圳下游,2020/7/15,29.8,8.24,540,,202004
宜蘭管理處,羅東站,埔林圳下游,2020/7/15,30.4,8.15,541,,202004
宜蘭管理處,羅東站,冬螺圳第二幹線取水口,2020/7/15,31.4,7.22,311,,202004
宜蘭管理處,羅東站,金長安二幹取水口,2020/7/15,28.1,7.27,260,,202004
宜蘭管理處,羅東站,冬螺湧泉圳取水口,2020/7/15,29.5,7.66,271,,202004
宜蘭管理處,羅東站,金長安二幹中興金2M主給取水口,2020/7/15,28.8,7.4,289,,202004
宜蘭管理處,羅東站,十六份圳幹線下游,2020/7/15,31.2,7.13,305,,202004
宜蘭管理處,五結站,四結支線下游,2020/7/8,30.3,8.01,453,,202004
宜蘭管理處,五結站,五股圳下游,2020/7/8,32.7,7.94,424,,202004
宜蘭管理處,五結站,五結支線下游,2020/7/8,31.6,7.98,437,,202004
宜蘭管理處,五結站,二結支線下游,2020/7/8,30.2,7.92,473,,202004
宜蘭管理處,五結站,萬長春圳取水口,2020/7/15,32.3,7.81,238,,202004
宜蘭管理處,五結站,林和源圳取水口,2020/7/15,33.8,7.91,391,,202004
宜蘭管理處,五結站,茅仔寮二號抽水機,2020/7/8,32.7,7.84,492,,202004
宜蘭管理處,五結站,大吉二號抽水機,2020/7/8,30.6,7.9,491,,202004
宜蘭管理處,五結站,五股三號抽水機,2020/7/15,35.1,8.78,10230,,202004
宜蘭管理處,五結站,龍德八號抽水機取水口,2020/7/15,30.9,7.39,283,,202004
宜蘭管理處,五結站,四結支線B5分線,2020/7/8,29.7,7.9,239,,202004
宜蘭管理處,五結站,二結支線第一分線上游,2020/7/8,31.7,7.87,497,,202004
宜蘭管理處,五結站,協和十一之一主給,2020/7/8,31.4,8.48,427,,202004
宜蘭管理處,五結站,五結支線三分線,2020/7/8,32.5,7.87,419,,202004
宜蘭管理處,冬山站,陳進財圳取水口,2020/7/14,30.1,7.25,234,,202004
宜蘭管理處,冬山站,公埔圳取水口,2020/7/14,29.9,6.85,233,,202004
宜蘭管理處,冬山站,珍珠第一抽水機抽水口,2020/7/14,29.6,6.98,146,,202004
宜蘭管理處,冬山站,八仙圳取水口,2020/7/14,31.4,7.01,296,,202004
宜蘭管理處,冬山站,砂仔港圳取水口,2020/7/14,29.7,6.87,294,,202004
宜蘭管理處,冬山站,武淵圳取水口,2020/7/14,30.7,6.98,344,,202004
宜蘭管理處,冬山站,朱九圳取水口,2020/7/14,31.3,6.86,253,,202004
宜蘭管理處,冬山站,莊錦發圳取水口,2020/7/14,31.6,6.95,353,,202004
宜蘭管理處,冬山站,張火盛圳取水口,2020/7/14,29.4,6.98,286,,202004
宜蘭管理處,冬山站,八寶圳取水口,2020/7/14,31.8,7.65,287,,202004
宜蘭管理處,冬山站,順安圳取水口,2020/7/14,31.3,7.23,389,,202004
宜蘭管理處,冬山站,珍珠第二抽水機抽水口,2020/7/14,29.9,7.17,259,,202004
宜蘭管理處,冬山站,梅花排水(補助水源),2020/7/14,31.6,7.42,665,,202004
宜蘭管理處,冬山站,十三份圳取水口,2020/7/14,30.2,6.85,137,,202004
宜蘭管理處,冬山站,八寶湧泉圳第一幹線取水口,2020/7/14,31.1,6.95,278,,202004
宜蘭管理處,冬山站,八寶湧泉圳第二幹線取水口,2020/7/14,30.1,7.03,341,,202004
宜蘭管理處,冬山站,莊錦發圳一、二支水門取水口,2020/7/14,31.8,7.54,392,,202004
宜蘭管理處,冬山站,十六份圳二號抽水機取水口,2020/7/14,29.7,7.01,312,,202004
宜蘭管理處,冬山站,南富一號抽水機取水口,2020/7/14,29.3,6.98,274,,202004
宜蘭管理處,冬山站,林寶春圳南富七主給取水口,2020/7/14,30.1,7.02,224,,202004
宜蘭管理處,冬山站,冬山圳幹線取水口,2020/7/14,31.8,7.31,257,,202004
宜蘭管理處,冬山站,八寶圳下游,2020/7/14,31.3,7.42,299,,202004
宜蘭管理處,冬山站,林寶春支線6主給取水口,2020/7/14,29.8,7.02,268,,202004
宜蘭管理處,冬山站,南富一中排取水口,2020/7/14,30.3,7.15,273,,202004
宜蘭管理處,冬山站,林吉記支線二分線取水口,2020/7/14,30.2,7.06,238,,202004
宜蘭管理處,冬山站,林寶春第一、二支取水口,2020/7/14,30.7,7.21,476,,202004
宜蘭管理處,冬山站,南富八主給取水口,2020/7/14,31.7,7.31,341,,202004
宜蘭管理處,冬山站,北富一主給取水口,2020/7/14,30.2,7.07,307,,202004
宜蘭管理處,冬山站,順安圳幹線(太員順安區二主給),2020/7/14,30.4,7.13,397,,202004
宜蘭管理處,冬山站,南富3號抽水機取水口,2020/7/14,29.1,7.02,376,,202004
宜蘭管理處,冬山站,順安分線取水口,2020/7/14,30.8,7.33,297,,202004
宜蘭管理處,冬山站,龍德5號抽水機取水口,2020/7/14,29.7,7.11,237,,202004
宜蘭管理處,冬山站,龍德7號抽水機取水口,2020/7/14,30.1,7.03,346,,202004
宜蘭管理處,冬山站,奇武荖抽水機取水口,2020/7/14,29.7,6.98,340,,202004
宜蘭管理處,蘇澳站,金豐萬圳取水口,2020/7/10,24.5,7.41,190,,202004
宜蘭管理處,蘇澳站,金豐萬圳幹線一支線下游,2020/7/10,25.3,7.57,174,,202004
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線上游,2020/7/10,23.5,7.58,198,,202004
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線下游,2020/7/10,24.6,6.75,279,,202004
宜蘭管理處,蘇澳站,龍德二號抽水機抽水口,2020/7/10,23.6,6.68,268,,202004
宜蘭管理處,蘇澳站,龍德四號抽水機抽水口,2020/7/10,23.7,6.85,482,,202004
宜蘭管理處,蘇澳站,大南澳圳第一幹線取水口,2020/7/10,29.3,8.2,287,,202004
宜蘭管理處,蘇澳站,大南澳圳第二幹線取水口,2020/7/10,29.1,7.98,296,,202004
宜蘭管理處,蘇澳站,大南澳圳第三幹線取水口,2020/7/10,29.4,8.15,286,,202004
宜蘭管理處,蘇澳站,隆恩圳取水口,2020/7/10,26.7,7.51,276,,202004
宜蘭管理處,蘇澳站,隆恩排水中游(隆恩排水制水門),2020/7/10,26.3,7.41,395,,202004
宜蘭管理處,蘇澳站,馬賽中排上游(馬賽中排制水門),2020/7/10,25.1,7.14,362,,202004
宜蘭管理處,蘇澳站,馬賽排水中游(馬賽大排制水門),2020/7/10,26.4,7.47,244,,202004
宜蘭管理處,蘇澳站,馬賽排水上游(新馬4-5小排),2020/7/10,26.7,7.11,227,,202004
宜蘭管理處,蘇澳站,金豐萬圳下游(金豐萬圳幹線新馬六主給),2020/7/10,26.4,7.58,187,,202004
宜蘭管理處,蘇澳站,港口排水上游(下埤排水制水門),2020/7/10,26.6,6.57,243,,202004
宜蘭管理處,頭城站,大坑罟抽水機抽水口,2018/3/8,19.6,7.54,460,,201802
宜蘭管理處,頭城站,溪仔底幹線取水口,2018/3/8,20.1,7.3,317,,201802
宜蘭管理處,頭城站,新興湧泉幹線引水口,2018/3/8,19,6.64,146,,201802
宜蘭管理處,頭城站,福德坑圳幹線取水口,2018/3/8,18.6,7.03,173,,201802
宜蘭管理處,頭城站,金面圳金面第一幹線取水口,2018/3/8,18.8,6.99,201,,201802
宜蘭管理處,頭城站,北門坑圳幹線取水口,2018/3/8,19,7.31,126,,201802
宜蘭管理處,頭城站,抵美簡圳幹線取水口,2018/3/8,19.8,7.07,324,,201802
宜蘭管理處,頭城站,猴洞坑圳幹線取水口,2018/3/8,18.3,7.15,108,,201802
宜蘭管理處,頭城站,白石腳湧泉第二幹線取水口,2018/3/8,19.2,7.43,273,,201802
宜蘭管理處,頭城站,白石腳湧泉第一幹線取水口,2018/3/8,20.3,6.81,217,,201802
宜蘭管理處,頭城站,玉泉圳第一幹線取水口,2018/3/8,19.7,7.26,432,,201802
宜蘭管理處,頭城站,玉泉圳第二幹線取水口,2018/3/8,21,7.04,342,,201802
宜蘭管理處,頭城站,湯圍湧泉幹線取水口,2018/3/8,20.6,7.33,328,,201802
宜蘭管理處,頭城站,六結圳幹線礁溪六結一主給取水口,2018/3/8,20.7,7.25,228,,201802
宜蘭管理處,頭城站,淇武蘭圳幹線取水口,2018/3/8,20.4,6.86,303,,201802
宜蘭管理處,頭城站,五股圳幹線礁溪1-17小給取水口,2018/3/8,21.1,7.1,251,,201802
宜蘭管理處,頭城站,玉泉圳第二幹線礁溪白雲二主給取水口,2018/3/8,20.5,7.36,398,,201802
宜蘭管理處,頭城站,湯圍湧泉幹線三支線取水口,2018/3/8,20.2,7.08,463,,201802
宜蘭管理處,頭城站,湯圍湧泉幹線四支線湯圍1-2小給取水口,2018/3/8,20.7,7.02,273,,201802
宜蘭管理處,頭城站,金面圳金面第二幹線二主給2小給取水口,2018/3/8,19.4,6.99,226,,201802
宜蘭管理處,頭城站,金面第四湧泉圳取水口,2018/3/8,19.1,7.15,183,,201802
宜蘭管理處,礁溪站,辛永安圳取水口,2018/3/13,21.5,7.44,203,,201802
宜蘭管理處,礁溪站,黃德記圳取水口,2018/3/13,21.2,7.34,256,,201802
宜蘭管理處,礁溪站,林源春圳取水口,2018/3/13,20.3,7.35,249,,201802
宜蘭管理處,礁溪站,茅埔圳取水口,2018/3/13,21,7.34,251,,201802
宜蘭管理處,礁溪站,大坡圳(龍潭湖)取水口,2018/3/13,20.6,7.58,151,,201802
宜蘭管理處,礁溪站,四結佃圳上游,2018/3/13,20.6,7.37,207,,201802
宜蘭管理處,礁溪站,四結佃圳下游,2018/3/7,22.2,7.59,217,,201802
宜蘭管理處,礁溪站,金長源圳上游,2018/3/13,19.8,7.78,150,,201802
宜蘭管理處,礁溪站,金長源圳下游,2018/3/7,20.7,7.74,160,,201802
宜蘭管理處,礁溪站,金慶安圳取水口,2018/3/13,23.6,7.29,214,,201802
宜蘭管理處,礁溪站,七結湧泉圳上游,2018/3/13,20.6,7.27,232,,201802
宜蘭管理處,礁溪站,柴圍佃圳取水口,2018/3/13,22.2,7.3,220,,201802
宜蘭管理處,礁溪站,民生圳取水口,2018/3/13,20.4,7.29,191,,201802
宜蘭管理處,礁溪站,三民四中排(補助水源),2018/3/13,20.1,7.31,174,,201802
宜蘭管理處,礁溪站,李寶興排水,2018/3/13,21.5,7.33,187,,201802
宜蘭管理處,礁溪站,充公支線塭底分線上游,2018/3/7,20,7.31,251,,201802
宜蘭管理處,礁溪站,七結抽水機取水口,2018/3/7,20.9,7.42,280,,201802
宜蘭管理處,礁溪站,朝陽4號抽水機取水口,2018/3/13,20.2,7.4,328,,201802
宜蘭管理處,礁溪站,玉田1號抽水機取水口,2018/3/7,19.6,7.25,277,,201802
宜蘭管理處,礁溪站,玉田2號抽水機取水口,2018/3/7,19.3,7.33,282,,201802
宜蘭管理處,礁溪站,辛永安圳上游(二結排水一結革新二中排茭白9小排),2018/3/7,21.3,7.35,234,,201802
宜蘭管理處,礁溪站,茅埔抽水機取水口,2018/3/7,19.6,7.29,264,,201802
宜蘭管理處,礁溪站,民權抽水機取水口,2018/3/7,20.9,7.23,253,,201802
宜蘭管理處,礁溪站,朝陽2號抽水機取水口,2018/3/13,19.9,7.42,747,,201802
宜蘭管理處,礁溪站,民生圳幹線下游(瑪僯12-6小排),2018/3/7,20.9,7.3,584,,201802
宜蘭管理處,礁溪站,充公支線塭底分線下游,2018/3/7,19.6,7.29,252,,201802
宜蘭管理處,礁溪站,李寶興排水下游(三民8-2小給),2018/3/7,20.9,7.13,203,,201802
宜蘭管理處,礁溪站,茅埔排水下游,2018/3/7,19.9,7.32,290,,201802
宜蘭管理處,礁溪站,李寶興圳幹線上游,2018/3/13,19.3,8.17,151,,201802
宜蘭管理處,礁溪站,李寶興圳幹線下游,2018/3/7,21.1,7.85,315,,201802
宜蘭管理處,礁溪站,三十九結抽水機取水口,2018/3/13,21,7.27,277,,201802
宜蘭管理處,礁溪站,茭白幹線上游,2018/3/13,21.8,7.3,223,,201802
宜蘭管理處,礁溪站,辛永安圳一支線中游,2018/3/7,21.4,7.49,221,,201802
宜蘭管理處,礁溪站,玉田支線取水門取水口,2018/3/7,20.2,7.34,235,,201802
